student_id,email,week,engagement_score,time_spent_min,interactions,quiz_score,submissions,logins,anomaly,engagement_label
ETU049,mehdi.fassi49@etu.uca.ma,8,44.0,32,21,37.6,0,1,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,9,54.7,117,3,68.3,3,12,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,10,57.9,22,9,59.5,0,11,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,11,60.3,55,13,88.1,0,9,0,Modéré
ETU049,mehdi.fassi49@etu.uca.ma,12,60.2,49,25,37.4,1,10,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,1,39.2,71,11,79.2,2,3,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,2,37.4,73,22,95.3,2,4,0,À risque
ETU050,rania.rochdi50@etu.uca.ma,3,39.1,48,26,70.2,3,3,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,4,50.8,39,23,80.7,2,11,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,5,48.1,95,8,62.5,0,14,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,6,32.4,94,11,86.1,2,7,0,À risque
ETU050,rania.rochdi50@etu.uca.ma,7,38.4,31,0,89.6,5,11,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,8,38.3,132,30,73.5,5,2,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,9,40.0,49,12,58.0,3,5,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,10,55.0,142,25,59.5,1,2,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,11,50.3,60,3,59.1,4,8,0,Modéré
ETU050,rania.rochdi50@etu.uca.ma,12,61.7,66,19,56.6,2,10,0,Modéré
ETU051,tarik.ouali51@etu.uca.ma,1,34.9,53,15,94.4,0,7,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,2,29.4,100,0,79.3,5,9,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,3,36.5,164,7,98.5,5,14,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,4,32.2,178,3,60.3,5,4,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,5,36.4,118,4,88.7,4,10,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,6,32.7,60,16,89.4,3,14,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,7,37.0,102,7,53.2,2,1,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,8,36.9,116,12,87.2,0,8,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,9,37.5,42,27,64.9,2,2,0,À risque
ETU051,tarik.ouali51@etu.uca.ma,10,48.7,24,3,58.2,0,9,0,Modéré
ETU051,tarik.ouali51@etu.uca.ma,11,48.3,174,30,73.3,2,9,0,Modéré
ETU051,tarik.ouali51@etu.uca.ma,12,53.5,136,30,53.9,0,14,1,Modéré
ETU052,samira.mekouar52@etu.uca.ma,1,42.5,178,19,63.1,5,6,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,2,43.1,76,0,53.9,5,13,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,3,41.9,47,1,92.8,3,3,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,4,50.4,124,3,47.8,1,4,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,5,46.3,75,14,87.7,1,12,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,6,48.3,31,29,74.3,5,10,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,7,50.2,137,21,71.3,4,3,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,8,39.0,32,17,95.5,4,8,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,9,58.6,65,22,70.5,5,14,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,10,40.2,173,19,91.8,4,7,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,11,50.5,83,8,57.9,2,5,0,Modéré
ETU052,samira.mekouar52@etu.uca.ma,12,51.0,125,19,79.0,5,9,0,À risque
ETU053,adil.benbrahim53@etu.uca.ma,1,50.0,161,20,45.2,1,10,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,2,50.7,53,22,75.5,1,9,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,3,49.6,49,24,54.7,3,10,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,4,51.2,126,21,82.4,4,5,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,5,51.6,23,16,37.5,3,3,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,6,37.0,88,24,85.0,2,11,0,À risque
ETU053,adil.benbrahim53@etu.uca.ma,7,54.6,95,6,82.8,0,6,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,8,44.0,163,27,45.7,5,9,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,9,50.1,93,22,76.5,3,7,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,10,59.2,100,30,68.6,0,12,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,11,53.4,133,26,45.8,5,12,0,Modéré
ETU053,adil.benbrahim53@etu.uca.ma,12,56.8,170,17,81.7,1,13,0,Modéré
ETU054,loubna.tazi54@etu.uca.ma,1,67.2,39,5,97.4,5,9,0,Modéré
ETU054,loubna.tazi54@etu.uca.ma,2,64.3,91,17,48.5,1,10,0,Modéré
ETU054,loubna.tazi54@etu.uca.ma,3,70.4,139,22,95.6,0,3,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,4,77.3,180,19,89.0,2,8,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,5,76.0,38,25,79.5,4,4,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,6,77.8,149,5,59.1,4,7,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,7,63.4,74,21,53.2,2,5,0,Modéré
ETU054,loubna.tazi54@etu.uca.ma,8,77.1,155,15,99.8,5,1,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,9,66.4,81,28,75.0,4,4,0,Modéré
ETU054,loubna.tazi54@etu.uca.ma,10,84.9,102,12,94.1,0,7,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,11,80.3,26,29,66.2,2,9,0,Engagé
ETU054,loubna.tazi54@etu.uca.ma,12,72.1,31,9,92.9,1,6,0,Engagé
ETU055,hamza.idrissi55@etu.uca.ma,1,62.2,157,17,30.5,0,4,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,2,62.6,128,26,37.3,4,14,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,3,66.1,131,20,87.2,0,12,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,4,56.4,104,1,36.1,0,3,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,5,64.6,167,26,45.9,2,7,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,6,62.5,130,10,31.2,5,2,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,7,65.1,178,2,82.9,4,1,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,8,54.0,148,3,50.3,5,5,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,9,57.9,132,12,57.7,5,1,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,10,64.0,54,23,57.4,4,5,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,11,56.6,115,30,96.5,4,14,0,Modéré
ETU055,hamza.idrissi55@etu.uca.ma,12,64.5,21,18,71.8,4,9,0,À risque
ETU056,zineb.hajji56@etu.uca.ma,1,81.4,108,6,58.9,5,14,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,2,81.2,76,19,88.4,1,2,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,3,83.1,33,27,82.6,4,8,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,4,80.4,37,8,36.9,5,10,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,5,81.9,52,21,75.9,0,5,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,6,93.5,101,15,61.5,4,11,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,7,85.4,164,18,55.5,2,7,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,8,78.3,76,22,81.8,3,5,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,9,80.1,104,28,63.6,3,6,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,10,89.4,47,5,75.2,0,14,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,11,96.2,157,6,48.4,5,2,0,Engagé
ETU056,zineb.hajji56@etu.uca.ma,12,81.9,149,20,32.2,4,10,0,Engagé
ETU057,khalid.ziani57@etu.uca.ma,1,54.9,161,8,68.0,4,8,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,2,52.7,120,7,92.4,4,12,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,3,54.1,148,16,36.3,2,9,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,4,46.3,177,21,41.6,4,3,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,5,49.4,164,21,91.1,1,12,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,6,65.5,30,7,83.3,1,2,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,7,47.8,72,16,93.5,2,7,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,8,54.9,31,1,98.6,2,2,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,9,59.4,90,26,81.9,4,9,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,10,54.3,116,11,71.1,0,9,0,Modéré
ETU057,khalid.ziani57@etu.uca.ma,11,70.9,77,16,58.4,2,8,0,Engagé
ETU057,khalid.ziani57@etu.uca.ma,12,75.3,21,16,91.7,3,3,0,Engagé
ETU058,imane.benali58@etu.uca.ma,1,42.6,58,5,41.0,4,12,0,Modéré
ETU058,imane.benali58@etu.uca.ma,2,47.8,126,25,53.1,0,8,0,Modéré
ETU058,imane.benali58@etu.uca.ma,3,45.7,171,5,75.3,3,1,0,Modéré
ETU058,imane.benali58@etu.uca.ma,4,37.6,171,5,39.4,4,1,0,À risque
ETU058,imane.benali58@etu.uca.ma,5,43.8,62,8,94.6,4,7,0,Modéré
ETU058,imane.benali58@etu.uca.ma,6,47.8,24,28,80.4,5,14,0,Modéré
ETU058,imane.benali58@etu.uca.ma,7,35.3,134,19,99.5,3,3,0,À risque
ETU058,imane.benali58@etu.uca.ma,8,41.7,56,25,70.8,1,10,0,Modéré
ETU058,imane.benali58@etu.uca.ma,9,42.4,107,29,61.7,4,2,0,Modéré
ETU058,imane.benali58@etu.uca.ma,10,41.5,47,0,44.2,4,11,0,Modéré
ETU058,imane.benali58@etu.uca.ma,11,35.8,44,5,63.3,4,10,0,À risque
ETU058,imane.benali58@etu.uca.ma,12,66.5,148,24,38.2,3,11,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,1,39.7,130,16,59.4,0,12,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,2,36.8,143,25,83.8,2,10,0,À risque
ETU059,sami.fassi59@etu.uca.ma,3,45.4,167,3,59.8,2,8,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,4,46.7,41,9,71.9,4,7,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,5,29.8,21,18,66.6,4,1,0,À risque
ETU059,sami.fassi59@etu.uca.ma,6,33.6,100,13,55.4,1,7,0,À risque
ETU059,sami.fassi59@etu.uca.ma,7,37.0,157,13,69.5,4,5,0,À risque
ETU059,sami.fassi59@etu.uca.ma,8,43.6,72,13,68.6,4,8,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,9,40.1,143,8,99.2,4,6,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,10,41.9,55,27,90.5,0,12,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,11,49.3,61,3,45.0,3,13,0,Modéré
ETU059,sami.fassi59@etu.uca.ma,12,51.0,33,5,57.2,5,1,1,Modéré
ETU060,douae.rochdi60@etu.uca.ma,1,77.9,173,13,36.2,2,4,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,2,74.6,118,29,98.9,4,11,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,3,77.9,172,1,96.2,1,11,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,4,70.3,152,9,43.6,4,9,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,5,72.9,63,21,32.5,1,11,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,6,66.1,90,24,58.0,5,7,0,Modéré
ETU060,douae.rochdi60@etu.uca.ma,7,70.5,23,23,79.3,0,9,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,8,84.0,169,11,54.3,2,4,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,9,71.6,123,18,30.3,1,7,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,10,81.1,148,9,53.8,0,13,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,11,71.9,157,26,85.5,2,12,0,Engagé
ETU060,douae.rochdi60@etu.uca.ma,12,60.1,143,24,47.0,2,13,0,Modéré
